"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55449","Order Creation For Test Customer","Cannabinoids - Profile","Tue Oct 07 22:56:00 UTC 2025","failed","Tue Oct 07 22:56:55 UTC 2025","","","",""
"","55306","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Tue Oct 07 23:20:56 UTC 2025","failed","Tue Oct 07 23:21:51 UTC 2025","","","",""
"","55261","Set up instruments for Terpenes worksheet","Terpenes - Profile","Tue Oct 07 23:11:42 UTC 2025","failed","Tue Oct 07 23:12:37 UTC 2025","","","",""
"","55284","Verify Results in Terpenes worksheet","Terpenes - Profile","Tue Oct 07 23:14:27 UTC 2025","failed","Tue Oct 07 23:15:23 UTC 2025","","","",""
"","55267","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Tue Oct 07 23:29:15 UTC 2025","failed","Tue Oct 07 23:30:10 UTC 2025","","","",""
"","55265","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Tue Oct 07 22:59:41 UTC 2025","failed","Tue Oct 07 23:00:36 UTC 2025","","","",""
"","55282","Set up materials for Terpenes worksheet","Terpenes - Profile","Tue Oct 07 23:10:46 UTC 2025","failed","Tue Oct 07 23:11:42 UTC 2025","","","",""
"","55282","Order Creation For Test Customer","Moisture - Profile","Tue Oct 07 23:26:29 UTC 2025","failed","Tue Oct 07 23:27:25 UTC 2025","","","",""
"","55285","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Tue Oct 07 23:23:42 UTC 2025","failed","Tue Oct 07 23:24:37 UTC 2025","","","",""
"","55277","Verify Results in Moisture worksheet","Moisture - Profile","Tue Oct 07 23:33:52 UTC 2025","failed","Tue Oct 07 23:34:47 UTC 2025","","","",""
"","55248","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Tue Oct 07 22:57:51 UTC 2025","failed","Tue Oct 07 22:58:46 UTC 2025","","","",""
"","55314","Import Results for Moisture worksheet","Moisture - Profile","Tue Oct 07 23:32:56 UTC 2025","failed","Tue Oct 07 23:33:52 UTC 2025","","","",""
"","55280","Order Creation For Test Customer","Residual Solvents - Profile","Tue Oct 07 23:16:20 UTC 2025","failed","Tue Oct 07 23:17:15 UTC 2025","","","",""
"","55281","Import Results for Terpenes worksheet","Terpenes - Profile","Tue Oct 07 23:13:32 UTC 2025","failed","Tue Oct 07 23:14:27 UTC 2025","","","",""
"","55298","Publish Cannabinoids results","Cannabinoids - Profile","Tue Oct 07 23:05:13 UTC 2025","failed","Tue Oct 07 23:06:08 UTC 2025","","","",""
"","55280","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Tue Oct 07 23:08:01 UTC 2025","failed","Tue Oct 07 23:08:56 UTC 2025","","","",""
"","55283","Start Preparation for Moisture worksheet","Moisture - Profile","Tue Oct 07 23:32:01 UTC 2025","failed","Tue Oct 07 23:32:56 UTC 2025","","","",""
"","55265","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Tue Oct 07 23:08:56 UTC 2025","failed","Tue Oct 07 23:09:51 UTC 2025","","","",""
"","55267","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Tue Oct 07 23:09:51 UTC 2025","failed","Tue Oct 07 23:10:46 UTC 2025","","","",""
"","55293","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Tue Oct 07 23:17:15 UTC 2025","failed","Tue Oct 07 23:18:10 UTC 2025","","","",""
"","55262","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Tue Oct 07 23:28:20 UTC 2025","failed","Tue Oct 07 23:29:15 UTC 2025","","","",""
"","55311","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Tue Oct 07 23:04:17 UTC 2025","failed","Tue Oct 07 23:05:13 UTC 2025","","","",""
"","55257","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Tue Oct 07 23:18:10 UTC 2025","failed","Tue Oct 07 23:19:05 UTC 2025","","","",""
"","55314","Set up instruments for Moisture worksheet","Moisture - Profile","Tue Oct 07 23:31:06 UTC 2025","failed","Tue Oct 07 23:32:01 UTC 2025","","","",""
"","55290","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Tue Oct 07 23:19:05 UTC 2025","failed","Tue Oct 07 23:20:01 UTC 2025","","","",""
"","55256","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Tue Oct 07 23:20:01 UTC 2025","failed","Tue Oct 07 23:20:56 UTC 2025","","","",""
"","55283","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Tue Oct 07 23:00:36 UTC 2025","failed","Tue Oct 07 23:01:32 UTC 2025","","","",""
"","55260","Publish Moisture results","Moisture - Profile","Tue Oct 07 23:34:47 UTC 2025","failed","Tue Oct 07 23:35:42 UTC 2025","","","",""
