"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24236","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Thu Jul 24 20:18:58 GMT 2025","passed","Thu Jul 24 20:19:22 GMT 2025","","","",""
"","36945","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Thu Jul 24 20:16:28 GMT 2025","passed","Thu Jul 24 20:17:05 GMT 2025","","","",""
"","39804","Sample Creation For Terpenes Profile","Terpenes - Profile","Thu Jul 24 20:20:28 GMT 2025","passed","Thu Jul 24 20:21:07 GMT 2025","","","",""
"","23646","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Thu Jul 24 20:29:28 GMT 2025","passed","Thu Jul 24 20:29:51 GMT 2025","","","",""
"","28293","Set up materials for Terpenes worksheet","Terpenes - Profile","Thu Jul 24 20:22:31 GMT 2025","passed","Thu Jul 24 20:22:59 GMT 2025","","","",""
"","23356","Start Preparation for Moisture worksheet","Moisture - Profile","Thu Jul 24 20:34:19 GMT 2025","passed","Thu Jul 24 20:34:42 GMT 2025","","","",""
"","40079","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Thu Jul 24 20:26:24 GMT 2025","passed","Thu Jul 24 20:27:04 GMT 2025","","","",""
"","23270","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Thu Jul 24 20:15:41 GMT 2025","passed","Thu Jul 24 20:16:04 GMT 2025","","","",""
"","36594","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Thu Jul 24 20:21:54 GMT 2025","passed","Thu Jul 24 20:22:31 GMT 2025","","","",""
"","23729","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Thu Jul 24 20:18:06 GMT 2025","passed","Thu Jul 24 20:18:30 GMT 2025","","","",""
"","23254","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Thu Jul 24 20:32:23 GMT 2025","passed","Thu Jul 24 20:32:46 GMT 2025","","","",""
"","28302","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Thu Jul 24 20:28:27 GMT 2025","passed","Thu Jul 24 20:28:56 GMT 2025","","","",""
"","40011","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Thu Jul 24 20:15:01 GMT 2025","passed","Thu Jul 24 20:15:41 GMT 2025","","","",""
"","24344","Order Creation For Test Customer","Residual Solvents - Profile","Thu Jul 24 20:26:00 GMT 2025","passed","Thu Jul 24 20:26:24 GMT 2025","","","",""
"","23461","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Thu Jul 24 20:21:31 GMT 2025","passed","Thu Jul 24 20:21:54 GMT 2025","","","",""
"","23469","Start Preparation for Terpenes worksheet","Terpenes - Profile","Thu Jul 24 20:23:31 GMT 2025","passed","Thu Jul 24 20:23:55 GMT 2025","","","",""
"","24326","Verify Results in Terpenes worksheet","Terpenes - Profile","Thu Jul 24 20:24:21 GMT 2025","passed","Thu Jul 24 20:24:45 GMT 2025","","","",""
