"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26422","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Fri Jul 25 18:14:53 GMT 2025","passed","Fri Jul 25 18:15:20 GMT 2025","","","",""
"","75523","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Fri Jul 25 18:27:46 GMT 2025","failed","Fri Jul 25 18:29:01 GMT 2025","","","",""
"","40090","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Fri Jul 25 18:11:26 GMT 2025","passed","Fri Jul 25 18:12:06 GMT 2025","","","",""
"","61107","Set up instruments for Moisture worksheet","Moisture - Profile","Fri Jul 25 18:38:53 GMT 2025","failed","Fri Jul 25 18:39:54 GMT 2025","","","",""
"","23420","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Fri Jul 25 18:17:49 GMT 2025","passed","Fri Jul 25 18:18:12 GMT 2025","","","",""
"","36707","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Fri Jul 25 18:18:12 GMT 2025","passed","Fri Jul 25 18:18:49 GMT 2025","","","",""
"","15935","Publish Residual Solvents results","Residual Solvents - Profile","Fri Jul 25 18:33:12 GMT 2025","failed","Fri Jul 25 18:33:28 GMT 2025","","","",""
"","61838","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Fri Jul 25 18:30:07 GMT 2025","failed","Fri Jul 25 18:31:08 GMT 2025","","","",""
"","66976","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Fri Jul 25 18:35:22 GMT 2025","failed","Fri Jul 25 18:36:29 GMT 2025","","","",""
"","36747","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Fri Jul 25 18:12:52 GMT 2025","passed","Fri Jul 25 18:13:29 GMT 2025","","","",""
"","61411","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Fri Jul 25 18:32:11 GMT 2025","failed","Fri Jul 25 18:33:12 GMT 2025","","","",""
"","24289","Order Creation For Test Customer","Terpenes - Profile","Fri Jul 25 18:16:21 GMT 2025","passed","Fri Jul 25 18:16:46 GMT 2025","","","",""
"","24514","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Fri Jul 25 18:15:20 GMT 2025","passed","Fri Jul 25 18:15:44 GMT 2025","","","",""
"","24393","Order Creation For Test Customer","Moisture - Profile","Fri Jul 25 18:33:30 GMT 2025","passed","Fri Jul 25 18:33:54 GMT 2025","","","",""
