"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55295","Set up materials for Terpenes worksheet","Terpenes - Profile","Mon Oct 20 20:24:36 UTC 2025","failed","Mon Oct 20 20:25:31 UTC 2025","","","",""
"","55274","Publish Moisture results","Moisture - Profile","Mon Oct 20 20:48:36 UTC 2025","failed","Mon Oct 20 20:49:31 UTC 2025","","","",""
"","55268","Sample Creation For Moisture Profile","Moisture - Profile","Mon Oct 20 20:41:14 UTC 2025","failed","Mon Oct 20 20:42:09 UTC 2025","","","",""
"","55248","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Mon Oct 20 20:35:40 UTC 2025","failed","Mon Oct 20 20:36:36 UTC 2025","","","",""
"","55245","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Mon Oct 20 20:37:31 UTC 2025","failed","Mon Oct 20 20:38:26 UTC 2025","","","",""
"","55288","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Mon Oct 20 20:36:36 UTC 2025","failed","Mon Oct 20 20:37:31 UTC 2025","","","",""
"","55244","Order Creation For Test Customer","Residual Solvents - Profile","Mon Oct 20 20:30:09 UTC 2025","failed","Mon Oct 20 20:31:04 UTC 2025","","","",""
"","55311","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Mon Oct 20 20:11:39 UTC 2025","failed","Mon Oct 20 20:12:35 UTC 2025","","","",""
"","55266","Start Preparation for Moisture worksheet","Moisture - Profile","Mon Oct 20 20:45:50 UTC 2025","failed","Mon Oct 20 20:46:45 UTC 2025","","","",""
"","55278","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Mon Oct 20 20:12:35 UTC 2025","failed","Mon Oct 20 20:13:30 UTC 2025","","","",""
"","55314","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Mon Oct 20 20:14:25 UTC 2025","failed","Mon Oct 20 20:15:21 UTC 2025","","","",""
"","55280","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Mon Oct 20 20:34:45 UTC 2025","failed","Mon Oct 20 20:35:40 UTC 2025","","","",""
"","55265","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Mon Oct 20 20:15:21 UTC 2025","failed","Mon Oct 20 20:16:16 UTC 2025","","","",""
"","55284","Verify Results in Moisture worksheet","Moisture - Profile","Mon Oct 20 20:47:40 UTC 2025","failed","Mon Oct 20 20:48:36 UTC 2025","","","",""
"","55270","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Mon Oct 20 20:16:16 UTC 2025","failed","Mon Oct 20 20:17:11 UTC 2025","","","",""
"","55264","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Mon Oct 20 20:32:55 UTC 2025","failed","Mon Oct 20 20:33:50 UTC 2025","","","",""
"","55247","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Mon Oct 20 20:42:09 UTC 2025","failed","Mon Oct 20 20:43:04 UTC 2025","","","",""
"","55261","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Mon Oct 20 20:31:04 UTC 2025","failed","Mon Oct 20 20:31:59 UTC 2025","","","",""
"","55298","Order Creation For Test Customer","Moisture - Profile","Mon Oct 20 20:40:18 UTC 2025","failed","Mon Oct 20 20:41:14 UTC 2025","","","",""
"","55284","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Mon Oct 20 20:21:50 UTC 2025","failed","Mon Oct 20 20:22:45 UTC 2025","","","",""
"","55280","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Mon Oct 20 20:33:50 UTC 2025","failed","Mon Oct 20 20:34:45 UTC 2025","","","",""
"","55249","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Mon Oct 20 20:43:04 UTC 2025","failed","Mon Oct 20 20:43:59 UTC 2025","","","",""
"","55307","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Mon Oct 20 20:10:44 UTC 2025","failed","Mon Oct 20 20:11:39 UTC 2025","","","",""
"","55279","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Mon Oct 20 20:22:45 UTC 2025","failed","Mon Oct 20 20:23:40 UTC 2025","","","",""
"","55299","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Mon Oct 20 20:38:26 UTC 2025","failed","Mon Oct 20 20:39:21 UTC 2025","","","",""
"","55278","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Mon Oct 20 20:23:40 UTC 2025","failed","Mon Oct 20 20:24:36 UTC 2025","","","",""
"","55244","Publish Terpenes results","Terpenes - Profile","Mon Oct 20 20:29:12 UTC 2025","failed","Mon Oct 20 20:30:07 UTC 2025","","","",""
