"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27061","Import Results for Terpenes worksheet","Terpenes - Profile","Wed Jul 23 03:12:38 GMT 2025","passed","Wed Jul 23 03:13:05 GMT 2025","","","",""
"","22980","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Wed Jul 23 03:20:29 GMT 2025","passed","Wed Jul 23 03:20:52 GMT 2025","","","",""
"","28379","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 23 03:16:34 GMT 2025","passed","Wed Jul 23 03:17:02 GMT 2025","","","",""
"","24541","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 23 03:07:44 GMT 2025","passed","Wed Jul 23 03:08:08 GMT 2025","","","",""
"","36719","Set Up Worksheet For Moisture Sample","Moisture - Profile","Wed Jul 23 03:21:16 GMT 2025","passed","Wed Jul 23 03:21:52 GMT 2025","","","",""
"","36935","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Wed Jul 23 03:10:37 GMT 2025","passed","Wed Jul 23 03:11:14 GMT 2025","","","",""
"","36638","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Wed Jul 23 03:15:57 GMT 2025","passed","Wed Jul 23 03:16:34 GMT 2025","","","",""
"","29148","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 23 03:07:14 GMT 2025","passed","Wed Jul 23 03:07:44 GMT 2025","","","",""
"","24397","Order Creation For Test Customer","Residual Solvents - Profile","Wed Jul 23 03:14:06 GMT 2025","passed","Wed Jul 23 03:14:31 GMT 2025","","","",""
"","23397","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Wed Jul 23 03:20:52 GMT 2025","passed","Wed Jul 23 03:21:16 GMT 2025","","","",""
"","31963","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 23 03:17:02 GMT 2025","passed","Wed Jul 23 03:17:34 GMT 2025","","","",""
"","23539","Start Preparation for Moisture worksheet","Moisture - Profile","Wed Jul 23 03:22:25 GMT 2025","passed","Wed Jul 23 03:22:48 GMT 2025","","","",""
"","35244","Publish Moisture results","Moisture - Profile","Wed Jul 23 03:23:38 GMT 2025","passed","Wed Jul 23 03:24:13 GMT 2025","","","",""
"","40202","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Wed Jul 23 03:03:44 GMT 2025","passed","Wed Jul 23 03:04:24 GMT 2025","","","",""
"","23199","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed Jul 23 03:09:50 GMT 2025","passed","Wed Jul 23 03:10:13 GMT 2025","","","",""
"","28550","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 23 03:05:49 GMT 2025","passed","Wed Jul 23 03:06:18 GMT 2025","","","",""
"","23583","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 23 03:17:34 GMT 2025","passed","Wed Jul 23 03:17:58 GMT 2025","","","",""
"","24353","Verify Results in Moisture worksheet","Moisture - Profile","Wed Jul 23 03:23:14 GMT 2025","passed","Wed Jul 23 03:23:38 GMT 2025","","","",""
"","23858","Start Preparation for Terpenes worksheet","Terpenes - Profile","Wed Jul 23 03:12:14 GMT 2025","passed","Wed Jul 23 03:12:38 GMT 2025","","","",""
"","24223","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 23 03:18:24 GMT 2025","passed","Wed Jul 23 03:18:48 GMT 2025","","","",""
"","23227","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed Jul 23 03:15:34 GMT 2025","passed","Wed Jul 23 03:15:57 GMT 2025","","","",""
"","37116","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Wed Jul 23 03:05:12 GMT 2025","passed","Wed Jul 23 03:05:49 GMT 2025","","","",""
