"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55262","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Mon Oct 20 23:12:55 UTC 2025","failed","Mon Oct 20 23:13:50 UTC 2025","","","",""
"","55301","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Mon Oct 20 23:02:44 UTC 2025","failed","Mon Oct 20 23:03:40 UTC 2025","","","",""
"","55312","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Mon Oct 20 23:31:23 UTC 2025","failed","Mon Oct 20 23:32:19 UTC 2025","","","",""
"","55281","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Mon Oct 20 23:05:30 UTC 2025","failed","Mon Oct 20 23:06:25 UTC 2025","","","",""
"","55281","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Mon Oct 20 23:03:40 UTC 2025","failed","Mon Oct 20 23:04:35 UTC 2025","","","",""
"","55267","Set up instruments for Moisture worksheet","Moisture - Profile","Mon Oct 20 23:34:09 UTC 2025","failed","Mon Oct 20 23:35:05 UTC 2025","","","",""
"","55237","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Mon Oct 20 22:59:59 UTC 2025","failed","Mon Oct 20 23:00:54 UTC 2025","","","",""
"","55300","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Mon Oct 20 23:27:41 UTC 2025","failed","Mon Oct 20 23:28:36 UTC 2025","","","",""
"","55249","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Mon Oct 20 23:00:54 UTC 2025","failed","Mon Oct 20 23:01:49 UTC 2025","","","",""
"","55286","Sample Creation For Terpenes Profile","Terpenes - Profile","Mon Oct 20 23:10:09 UTC 2025","failed","Mon Oct 20 23:11:04 UTC 2025","","","",""
"","55295","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Mon Oct 20 23:07:21 UTC 2025","failed","Mon Oct 20 23:08:16 UTC 2025","","","",""
"","55280","Order Creation For Test Customer","Residual Solvents - Profile","Mon Oct 20 23:19:23 UTC 2025","failed","Mon Oct 20 23:20:19 UTC 2025","","","",""
"","55279","Import Results for Moisture worksheet","Moisture - Profile","Mon Oct 20 23:36:00 UTC 2025","failed","Mon Oct 20 23:36:55 UTC 2025","","","",""
"","55300","Verify Results in Moisture worksheet","Moisture - Profile","Mon Oct 20 23:36:55 UTC 2025","failed","Mon Oct 20 23:37:50 UTC 2025","","","",""
"","55268","Set up instruments for Terpenes worksheet","Terpenes - Profile","Mon Oct 20 23:14:45 UTC 2025","failed","Mon Oct 20 23:15:41 UTC 2025","","","",""
"","55274","Publish Residual Solvents results","Residual Solvents - Profile","Mon Oct 20 23:28:36 UTC 2025","failed","Mon Oct 20 23:29:31 UTC 2025","","","",""
"","55265","Import Results for Terpenes worksheet","Terpenes - Profile","Mon Oct 20 23:16:36 UTC 2025","failed","Mon Oct 20 23:17:31 UTC 2025","","","",""
"","55266","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Mon Oct 20 23:11:04 UTC 2025","failed","Mon Oct 20 23:12:00 UTC 2025","","","",""
"","55298","Publish Cannabinoids results","Cannabinoids - Profile","Mon Oct 20 23:08:16 UTC 2025","failed","Mon Oct 20 23:09:11 UTC 2025","","","",""
"","55282","Verify Results in Terpenes worksheet","Terpenes - Profile","Mon Oct 20 23:17:31 UTC 2025","failed","Mon Oct 20 23:18:27 UTC 2025","","","",""
"","55302","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Mon Oct 20 23:32:19 UTC 2025","failed","Mon Oct 20 23:33:14 UTC 2025","","","",""
"","55263","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Mon Oct 20 23:24:55 UTC 2025","failed","Mon Oct 20 23:25:50 UTC 2025","","","",""
"","55263","Set Up Worksheet For Moisture Sample","Moisture - Profile","Mon Oct 20 23:33:14 UTC 2025","failed","Mon Oct 20 23:34:09 UTC 2025","","","",""
"","55283","Start Preparation for Terpenes worksheet","Terpenes - Profile","Mon Oct 20 23:15:41 UTC 2025","failed","Mon Oct 20 23:16:36 UTC 2025","","","",""
"","55264","Start Preparation for Moisture worksheet","Moisture - Profile","Mon Oct 20 23:35:05 UTC 2025","failed","Mon Oct 20 23:36:00 UTC 2025","","","",""
"","55263","Sample Creation For Moisture Profile","Moisture - Profile","Mon Oct 20 23:30:28 UTC 2025","failed","Mon Oct 20 23:31:23 UTC 2025","","","",""
"","55284","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Mon Oct 20 23:23:04 UTC 2025","failed","Mon Oct 20 23:24:00 UTC 2025","","","",""
